book,chapter_num,chapter_title,pov,word_count,word_percentage,
Oathbringer,117,117: Champion with Nine Shadows,Kaladin,453.00,0.10%,
Oathbringer,117,117: Champion with Nine Shadows,Dalinar Kholin,271.00,0.06%,
Oathbringer,117,117: Champion with Nine Shadows,Lift,831.00,0.18%,
Oathbringer,117,117: Champion with Nine Shadows,Navani Kholin,192.00,0.04%,
Oathbringer,117,117: Champion with Nine Shadows,Shalash,344.00,0.08%,
Oathbringer,117,117: Champion with Nine Shadows,Renarin Kholin,307.00,0.07%,
Oathbringer,117,117: Champion with Nine Shadows,Dalinar Kholin,234.00,0.05%,
Oathbringer,118,118: The Weight of It All,Dalinar Kholin,366.00,0.08%,
Oathbringer,118,118: The Weight of It All,Szeth,516.00,0.11%,
Oathbringer,118,118: The Weight of It All,Jasnah Kholin,50.00,0.01%,
Oathbringer,118,118: The Weight of It All,Shalash,83.00,0.02%,
Oathbringer,118,118: The Weight of It All,Kaladin,118.00,0.03%,
Oathbringer,118,118: The Weight of It All,Lift,267.00,0.06%,
Oathbringer,118,118: The Weight of It All,Navani Kholin,469.00,0.10%,
Oathbringer,118,118: The Weight of It All,Dalinar Kholin,258.00,0.06%,
Oathbringer,118,118: The Weight of It All,Teft,23.00,0.01%,
Oathbringer,118,118: The Weight of It All,Kaladin,39.00,0.01%,
Oathbringer,118,118: The Weight of It All,Dalinar Kholin,318.00,0.07%,
Oathbringer,118,118: The Weight of It All,Szeth,139.00,0.03%,
Oathbringer,118,118: The Weight of It All,Renarin Kholin,80.00,0.02%,
Oathbringer,118,118: The Weight of It All,Venli,349.00,0.08%,
Oathbringer,118,118: The Weight of It All,Kaladin,113.00,0.02%,
Oathbringer,118,118: The Weight of It All,Jasnah Kholin,370.00,0.08%,
Oathbringer,118,118: The Weight of It All,Dalinar Kholin,93.00,0.02%,
Oathbringer,119,119: Unity,Dalinar Kholin,254.00,0.06%,
Oathbringer,119,119: Unity,Renarin Kholin,210.00,0.05%,
Oathbringer,119,119: Unity,Dalinar Kholin,44.00,0.01%,
Oathbringer,119,119: Unity,Kaladin,59.00,0.01%,
Oathbringer,119,119: Unity,Dalinar Kholin,192.00,0.04%,
Oathbringer,119,119: Unity,Kaladin,103.00,0.02%,
Oathbringer,119,119: Unity,Shalash,287.00,0.06%,
Oathbringer,119,119: Unity,Teft,105.00,0.02%,
Oathbringer,119,119: Unity,Renarin Kholin,326.00,0.07%,
Oathbringer,119,119: Unity,Navani Kholin,102.00,0.02%,
Oathbringer,119,119: Unity,Dalinar Kholin,253.00,0.06%,
Oathbringer,119,119: Unity,Lift,240.00,0.05%,
Oathbringer,119,119: Unity,Dalinar Kholin,883.00,0.19%,
Oathbringer,120,120: The Spear That Would Not Break,Kaladin,221.00,0.05%,
Oathbringer,120,120: The Spear That Would Not Break,Adolin Kholin,509.00,0.11%,
Oathbringer,120,120: The Spear That Would Not Break,Szeth,265.00,0.06%,
Oathbringer,120,120: The Spear That Would Not Break,Kaladin,317.00,0.07%,
Oathbringer,120,120: The Spear That Would Not Break,Dalinar Kholin,96.00,0.02%,
Oathbringer,120,120: The Spear That Would Not Break,Shallan Davar,342.00,0.08%,
Oathbringer,120,120: The Spear That Would Not Break,Adolin Kholin,482.00,0.11%,
Oathbringer,120,120: The Spear That Would Not Break,Jasnah Kholin,293.00,0.06%,
Oathbringer,120,120: The Spear That Would Not Break,Szeth,696.00,0.15%,
Oathbringer,120,120: The Spear That Would Not Break,Adolin Kholin,825.00,0.18%,
Oathbringer,120,120: The Spear That Would Not Break,Kaladin,659.00,0.15%,
Oathbringer,120,120: The Spear That Would Not Break,Dalinar Kholin,140.00,0.03%,
Oathbringer,120,120: The Spear That Would Not Break,Jasnah Kholin,599.00,0.13%,
Oathbringer,120,120: The Spear That Would Not Break,Szeth,491.00,0.11%,
Oathbringer,120,120: The Spear That Would Not Break,Shallan Davar,278.00,0.06%,
Oathbringer,120,120: The Spear That Would Not Break,Kaladin,855.00,0.19%,
Oathbringer,120,120: The Spear That Would Not Break,Adolin Kholin,"1,099.00",0.24%,
Oathbringer,120,120: The Spear That Would Not Break,Dalinar Kholin,183.00,0.04%,
Oathbringer,120,120: The Spear That Would Not Break,Venli,624.00,0.14%,
Oathbringer,120,120: The Spear That Would Not Break,Adolin Kholin,"1,709.00",0.38%,
Oathbringer,120,120: The Spear That Would Not Break,Szeth,711.00,0.16%,
Oathbringer,120,120: The Spear That Would Not Break,Kaladin,"1,629.00",0.36%,
Oathbringer,120,120: The Spear That Would Not Break,Renarin Kholin,325.00,0.07%,
Oathbringer,120,120: The Spear That Would Not Break,Shallan Davar,816.00,0.18%,
Oathbringer,120,120: The Spear That Would Not Break,Renarin Kholin,"1,122.00",0.25%,
Oathbringer,120,120: The Spear That Would Not Break,Shallan Davar,278.00,0.06%,
Oathbringer,120,120: The Spear That Would Not Break,Renarin Kholin,528.00,0.12%,
Oathbringer,120,120: The Spear That Would Not Break,Dalinar Kholin,353.00,0.08%,
Oathbringer,120,120: The Spear That Would Not Break,Kaladin,948.00,0.21%,
Oathbringer,120,120: The Spear That Would Not Break,Shallan Davar,294.00,0.06%,
Oathbringer,120,120: The Spear That Would Not Break,Kaladin,152.00,0.03%,
Oathbringer,121,121: Ideals,Moash,805.00,0.18%,
Oathbringer,121,121: Ideals,Navani Kholin,441.00,0.10%,
Oathbringer,121,121: Ideals,Shallan Davar,"1,057.00",0.23%,
Oathbringer,121,121: Ideals,Venli,490.00,0.11%,
Oathbringer,121,121: Ideals,Szeth,468.00,0.10%,
Oathbringer,121,121: Ideals,Shallan Davar,"1,275.00",0.28%,
Oathbringer,121,121: Ideals,Kaladin,"1,158.00",0.25%,
Oathbringer,121,121: Ideals,Dalinar Kholin,460.00,0.10%,
Oathbringer,121,121: Ideals,Moash,339.00,0.07%,
Oathbringer,121,121: Ideals,Lopen,"1,598.00",0.35%,
Oathbringer,121,121: Ideals,Shalash,479.00,0.11%,
Oathbringer,122,122: A Debt Repaid,Kaladin,431.00,0.09%,
Oathbringer,122,122: A Debt Repaid,Taravangian,"2,083.00",0.46%,
Oathbringer,122,122: A Debt Repaid,Shallan Davar,"1,705.00",0.38%,
Oathbringer,122,122: A Debt Repaid,Palona,398.00,0.09%,
Oathbringer,122,122: A Debt Repaid,Moash,481.00,0.11%,
Oathbringer,122,122: A Debt Repaid,Shallan Davar,"1,106.00",0.24%,
Oathbringer,122,122: A Debt Repaid,Dalinar Kholin,"1,046.00",0.23%,
Rhythm of War,0,Prologue: To Pretend,Navani Kholin,"5,812.00",1.27%,
Rhythm of War,1,Chapter 1: Calluses,Lirin,"3,918.00",0.86%,
Rhythm of War,2,Chapter 2: Severed Cords,Kaladin,"2,572.00",0.56%,
Rhythm of War,2,Chapter 2: Severed Cords,Shallan Davar,"1,438.00",0.32%,
Rhythm of War,2,Chapter 2: Severed Cords,Kaladin,"2,199.00",0.48%,
Rhythm of War,3,Chapter 3: The Fourth Bridge,Navani Kholin,"3,698.00",0.81%,
Rhythm of War,4,Chapter 4: Architects of the Future,Shallan Davar,"1,960.00",0.43%,
Rhythm of War,5,Chapter 5: Broken Spears,Kaladin,"2,689.00",0.59%,
Rhythm of War,5,Chapter 5: Broken Spears,Shallan Davar,945.00,0.21%,
Rhythm of War,5,Chapter 5: Broken Spears,Kaladin,"1,467.00",0.32%,
Rhythm of War,6,Chapter 6: A Loose Thread,Shallan Davar,"1,102.00",0.24%,
Rhythm of War,6,Chapter 6: A Loose Thread,Kaladin,582.00,0.13%,
Rhythm of War,6,Chapter 6: A Loose Thread,Navani Kholin,"1,645.00",0.36%,
Rhythm of War,6,Chapter 6: A Loose Thread,Kaladin,"1,469.00",0.32%,
Rhythm of War,7,Chapter 7: The Rarest Vintage,Shallan Davar,"2,837.00",0.62%,
Rhythm of War,7,Chapter 7: The Rarest Vintage,Kaladin,"1,384.00",0.30%,
Rhythm of War,7,Chapter 7: The Rarest Vintage,Shallan Davar,691.00,0.15%,
Rhythm of War,8,Chapter 8: Surrender,Kaladin,"1,048.00",0.23%,
Rhythm of War,8,Chapter 8: Surrender,Shallan Davar,"1,593.00",0.35%,
Rhythm of War,8,Chapter 8: Surrender,Kaladin,"1,179.00",0.26%,
Rhythm of War,9,Chapter 9: Contradictions,Kaladin,"1,580.00",0.35%,
Rhythm of War,9,Chapter 9: Contradictions,Navani Kholin,"2,317.00",0.51%,
Rhythm of War,9,Chapter 9: Contradictions,Shallan Davar,"2,217.00",0.49%,
Rhythm of War,10,Chapter 10: A Single Casualty,Kaladin,"3,483.00",0.76%,
Rhythm of War,11,Chapter 11: Passion and Courage,Venli,"4,551.00",1%,
Rhythm of War,12,Chapter 12: A Way to Help,Kaladin,"6,486.00",1.42%,
Rhythm of War,13,Chapter 13: Another Hunt,Shallan Davar,"6,316.00",1.39%,
Rhythm of War,14,Chapter 14: Voice,Venli,"6,331.00",1.39%,
Rhythm of War,15,Chapter 15: The Light and the Music,Kaladin,"6,532.00",1.43%,
Rhythm of War,16,Chapter 16: An Unknown Song,Navani Kholin,"5,037.00",1.10%,
Rhythm of War,17,Chapter 17: A Proposal,Navani Kholin,"5,104.00",1.12%,
Rhythm of War,18,Chapter 18: Surgeon,Kaladin,"3,249.00",0.71%,
Rhythm of War,19,Chapter 19: Garnets,Navani Kholin,"7,516.00",1.65%,
Rhythm of War,19.1,Interlude I-1: Sylphrena,Syl,"2,829.00",0.62%,
Rhythm of War,19.2,Interlude I-2: Sja-anat,Sja-anat,"1,363.00",0.30%,
Rhythm of War,19.3,Interlude I-3: Into the Fire,Taravangian,"1,526.00",0.33%,
Rhythm of War,20,Chapter 20: The Unseen Court,Shallan Davar,"3,319.00",0.73%,
Rhythm of War,21,Chapter 21: The Seething Knot,Adolin Kholin,"6,222.00",1.36%,
Rhythm of War,22,Chapter 22: No Use Talking,Adolin Kholin,"5,121.00",1.12%,
Rhythm of War,22,Chapter 22: No Use Talking,Shallan Davar,178.00,0.04%,
Rhythm of War,23,Chapter 23: Binding Wounds,Kaladin,"2,660.00",0.58%,
Rhythm of War,24,Chapter 24: Full of Awe,Shallan Davar,"2,867.00",0.63%,
Rhythm of War,25,Chapter 25: Devotary of Mercy,Kaladin,"3,996.00",0.88%,
Rhythm of War,26,Chapter 26: A Little Espionage,Shallan Davar,"7,343.00",1.61%,
Rhythm of War,27,Chapter 27: Banners,Navani Kholin,"3,813.00",0.84%,
Rhythm of War,28,Chapter 28: Heresies,Navani Kholin,"1,448.00",0.32%,
Rhythm of War,29,Chapter 29: A Cage Without Bars,Adolin Kholin,"1,951.00",0.43%,
Rhythm of War,29,Chapter 29: A Cage Without Bars,Shallan Davar,"1,273.00",0.28%,
Rhythm of War,29,Chapter 29: A Cage Without Bars,Adolin Kholin,"1,770.00",0.39%,
Rhythm of War,30,Chapter 30: The Betrayal,Shallan Davar,"1,145.00",0.25%,
Rhythm of War,30,Chapter 30: The Betrayal,Adolin Kholin,931.00,0.20%,
Rhythm of War,30,Chapter 30: The Betrayal,Shallan Davar,675.00,0.15%,
Rhythm of War,30,Chapter 30: The Betrayal,Adolin Kholin,"1,475.00",0.32%,
Rhythm of War,31,Chapter 31: Daughter of Traitors,Venli,"2,163.00",0.47%,
Rhythm of War,32,Chapter 32: Of Three Minds,Adolin Kholin,580.00,0.13%,
Rhythm of War,32,Chapter 32: Of Three Minds,Shallan Davar,"2,188.00",0.48%,
Rhythm of War,33,Chapter 33: Understanding,Kaladin,695.00,0.15%,
Rhythm of War,34,Chapter 34: A Flame Never Extinguished,Shallan Davar,"4,886.00",1.07%,
Rhythm of War,35,Chapter 35: The Strength of a Soldier,Adolin Kholin,954.00,0.21%,
Rhythm of War,35,Chapter 35: The Strength of a Soldier,Shallan Davar,658.00,0.14%,
Rhythm of War,35,Chapter 35: The Strength of a Soldier,Adolin Kholin,"3,310.00",0.73%,
Rhythm of War,36,Chapter 36: The Price of Honor,Shallan Davar,"2,548.00",0.56%,
Rhythm of War,36,Chapter 36: The Price of Honor,Adolin Kholin,"1,537.00",0.34%,
Rhythm of War,37,Chapter 37: Silence From the Dead,Navani Kholin,"2,110.00",0.46%,
Rhythm of War,37,Chapter 37: Silence From the Dead,Venli,965.00,0.21%,
Rhythm of War,37,Chapter 37: Silence From the Dead,Kaladin,"1,029.00",0.23%,
Rhythm of War,37,Chapter 37: Silence From the Dead,Venli,850.00,0.19%,
Rhythm of War,38,Chapter 38: Rhythm of the Terrors,Navani Kholin,585.00,0.13%,
Rhythm of War,38,Chapter 38: Rhythm of the Terrors,Venli,733.00,0.16%,
Rhythm of War,38,Chapter 38: Rhythm of the Terrors,Kaladin,"1,690.00",0.37%,
Rhythm of War,38,Chapter 38: Rhythm of the Terrors,Venli,271.00,0.06%,
Rhythm of War,39,Chapter 39: Invasion,Kaladin,591.00,0.13%,
Rhythm of War,39,Chapter 39: Invasion,Navani Kholin,695.00,0.15%,
Rhythm of War,39,Chapter 39: Invasion,Kaladin,"1,641.00",0.36%,
Rhythm of War,39,Chapter 39: Invasion,Navani Kholin,948.00,0.21%,
Rhythm of War,39,Chapter 39: Invasion,Kaladin,"1,313.00",0.29%,
Rhythm of War,40,Chapter 40: In for All,Navani Kholin,"2,813.00",0.62%,
Rhythm of War,41,Chapter 41: The Most Dangerous,Venli,"1,693.00",0.37%,
Rhythm of War,41,Chapter 41: The Most Dangerous,Navani Kholin,"1,141.00",0.25%,
Rhythm of War,41,Chapter 41: The Most Dangerous,Kaladin,"1,028.00",0.23%,
Rhythm of War,42,Chapter 42: Armor and Teeth,Navani Kholin,"1,287.00",0.28%,
Rhythm of War,42,Chapter 42: Armor and Teeth,Kaladin,"1,105.00",0.24%,
Rhythm of War,42,Chapter 42: Armor and Teeth,Navani Kholin,739.00,0.16%,
Rhythm of War,42,Chapter 42: Armor and Teeth,Venli,804.00,0.18%,
Rhythm of War,42,Chapter 42: Armor and Teeth,Navani Kholin,351.00,0.08%,
Rhythm of War,42,Chapter 42: Armor and Teeth,Venli,697.00,0.15%,
Rhythm of War,42,Chapter 42: Armor and Teeth,Navani Kholin,"1,644.00",0.36%,
Rhythm of War,43,Chapter 43: Men and Monsters,Kaladin,"4,730.00",1.04%,
Rhythm of War,43.1,Interlude I-4: Vyre,Moash,"2,171.00",0.48%,
Rhythm of War,43.2,Interlude I-5: Lift,Lift,"3,811.00",0.84%,
Rhythm of War,43.3,Interlude I-6: A Boon and a Curse,Taravangian,"3,144.00",0.69%,
Rhythm of War,44,Chapter 44: Tinder Waiting for the Spark,Kaladin,"2,917.00",0.64%,
Rhythm of War,45,"Chapter 45: A Bold Heart, a Keen and Crafty Mind",Eshonai (flashback),956.00,0.21%,
Rhythm of War,45,"Chapter 45: A Bold Heart, a Keen and Crafty Mind",Venli (flashback),"1,982.00",0.43%,
Rhythm of War,46,Chapter 46: The Weight of the Tower,Navani Kholin,"1,764.00",0.39%,
Rhythm of War,46,Chapter 46: The Weight of the Tower,Kaladin,"1,974.00",0.43%,
Rhythm of War,47,Chapter 47: A Cage Forged of Spirits,Dalinar Kholin,"2,865.00",0.63%,
Rhythm of War,48,"Chapter 48: Scent of Death, Scent of Life",Eshonai (flashback),"2,336.00",0.51%,
Rhythm of War,49,Chapter 49: Soul of Discovery,Navani Kholin,"2,231.00",0.49%,
Rhythm of War,49,Chapter 49: Soul of Discovery,Kaladin,"2,785.00",0.61%,
Rhythm of War,49,Chapter 49: Soul of Discovery,Navani Kholin,938.00,0.21%,
Rhythm of War,50,Chapter 50: Queen,Dalinar Kholin,"6,186.00",1.36%,
Rhythm of War,51,Chapter 51: To Sing Hopeless Songs,Venli,"1,818.00",0.40%,
Rhythm of War,52,Chapter 52: A Path Toward Saving,Venli (flashback),"2,232.00",0.49%,
Rhythm of War,53,Chapter 53: Compassion,Venli,"2,329.00",0.51%,
Rhythm of War,54,Chapter 54: The Future Become Dust,Dalinar Kholin,"1,709.00",0.37%,
Rhythm of War,54,Chapter 54: The Future Become Dust,Renarin Kholin,"1,456.00",0.32%,
Rhythm of War,55,Chapter 55: Kinship with the Open Sky,Kaladin,"3,406.00",0.75%,
Rhythm of War,56,Chapter 56: Nodes,Venli,"2,704.00",0.59%,
Rhythm of War,57,Chapter 57: Child of Odium,Eshonai (flashback),"1,166.00",0.26%,
Rhythm of War,57,Chapter 57: Child of Odium,Venli (flashback),"1,490.00",0.33%,
Rhythm of War,57,Chapter 57: Child of Odium,Eshonai (flashback),783.00,0.17%,
Rhythm of War,58,Chapter 58: Spanreeds,Kaladin,"2,601.00",0.57%,
Rhythm of War,59,Chapter 59: The Lattice of a Growing Crystal,Kaladin,"5,397.00",1.18%,
Rhythm of War,60,Chapter 60: Essai,Venli,"3,351.00",0.74%,
Rhythm of War,61,Chapter 61: Oil and Water,Navani Kholin,"3,908.00",0.86%,
Rhythm of War,62,Chapter 62: Keeper of Forms,Eshonai (flashback),"1,817.00",0.40%,
Rhythm of War,63,Chapter 63: Practice,Kaladin,"3,747.00",0.82%,
Rhythm of War,64,Chapter 64: Personal Reminder,Jasnah Kholin,"4,506.00",0.99%,
Rhythm of War,65,Chapter 65: Hypothesis,Navani Kholin,"2,228.00",0.49%,
Rhythm of War,66,Chapter 66: Bearer of Agonies,Dalinar Kholin,"3,547.00",0.78%,
Rhythm of War,67,Chapter 67: Song of Stones,Venli,"2,213.00",0.49%,
Rhythm of War,68,Chapter 68: One Family,Eshonai (flashback),"3,380.00",0.74%,
Rhythm of War,69,Chapter 69: Pure Tones of Roshar,Navani Kholin,"4,010.00",0.88%,
Rhythm of War,70,Chapter 70: Well,Kaladin,722.00,0.16%,
Rhythm of War,70,Chapter 70: Well,Navani Kholin,241.00,0.05%,
Rhythm of War,70,Chapter 70: Well,Kaladin,"5,216.00",1.14%,
Rhythm of War,71,Chapter 71: Rider of Storms,Dalinar Kholin,"3,444.00",0.76%,
Rhythm of War,72,Chapter 72: Outmatched,Navani Kholin,586.00,0.13%,
Rhythm of War,72.1,Interlude I-7: Szeth,Szeth,"1,743.00",0.38%,
Rhythm of War,72.2,Interlude I-8: Chiri-Chiri,Chiri-Chiri,"1,129.00",0.25%,
Rhythm of War,72.3,Interlude I-9: The Sword,Taravangian,"1,587.00",0.35%,
Rhythm of War,73,Chapter 73: Which Master to Follow,Venli (flashback),"2,449.00",0.54%,
Rhythm of War,74,Chapter 74: A Symbol,Venli,"2,338.00",0.51%,
Rhythm of War,75,Chapter 75: The Middle Step,Adolin Kholin,"1,325.00",0.29%,
Rhythm of War,75,Chapter 75: The Middle Step,Shallan Davar,"3,266.00",0.72%,
Rhythm of War,76,Chapter 76: Harmony,Navani Kholin,"3,687.00",0.81%,
Rhythm of War,77,Chapter 77: The Proper Legality,Venli (flashback),"4,196.00",0.92%,
Rhythm of War,78,Chapter 78: The High Judge,Shallan Davar,"1,278.00",0.28%,
Rhythm of War,78,Chapter 78: The High Judge,Adolin Kholin,"2,355.00",0.52%,
Rhythm of War,78,Chapter 78: The High Judge,Shallan Davar,285.00,0.06%,
Rhythm of War,79,Chapter 79: Open Wound,Rlain,"2,832.00",0.62%,
Rhythm of War,80,Chapter 80: The Dog and the Dragon,Kaladin,"5,620.00",1.23%,
Rhythm of War,81,Chapter 81: Trapped,Eshonai (flashback),"1,430.00",0.31%,
Rhythm of War,81,Chapter 81: Trapped,Venli (flashback),391.00,0.09%,
Rhythm of War,82,Chapter 82: Knife,Shallan Davar,"1,903.00",0.42%,
Rhythm of War,82,Chapter 82: Knife,Adolin Kholin,879.00,0.19%,
Rhythm of War,83,Chapter 83: The Games of Men and Singers,Venli,"3,727.00",0.82%,
Rhythm of War,84,Chapter 84: Scholar,Navani Kholin,"2,451.00",0.54%,
Rhythm of War,85,Chapter 85: Dabbid,Dabbid,"2,258.00",0.50%,
Rhythm of War,86,Chapter 86: The Song of Mornings,Venli (flashback),"2,992.00",0.66%,
Rhythm of War,87,Chapter 87: Trial by Witness,Adolin Kholin,"4,151.00",0.91%,
Rhythm of War,87,Chapter 87: Trial by Witness,Shallan Davar,"1,203.00",0.26%,
Rhythm of War,88,Chapter 88: Falling Star,Eshonai (flashback),"1,302.00",0.29%,
Rhythm of War,89,Chapter 89: Voice of Lights,Navani Kholin,"2,837.00",0.62%,
Rhythm of War,90,Chapter 90: One Chance,Adolin Kholin,"2,402.00",0.53%,
Rhythm of War,90,Chapter 90: One Chance,Shallan Davar,989.00,0.22%,
Rhythm of War,91,Chapter 91: Worth Saving,Teft,"2,667.00",0.59%,
Rhythm of War,92,Chapter 92: A Gift,Venli,"1,453.00",0.32%,
Rhythm of War,93,Chapter 93: Strong Enough,Shallan Davar,"3,627.00",0.80%,
Rhythm of War,94,Chapter 94: Sacrifice,Adolin Kholin,"3,426.00",0.75%,
Rhythm of War,95,Chapter 95: What She Truly Was,Venli (flashback),"1,896.00",0.42%,
Rhythm of War,96,Chapter 96: A Thousand Lies,Venli,"1,245.00",0.27%,
Rhythm of War,97,Chapter 97: Freedom,Navani Kholin,"4,960.00",1.09%,
Rhythm of War,97.1,Interlude I-10: Hesina,Hesina,"1,902.00",0.42%,
Rhythm of War,97.2,Interlude I-11: Adin,Adin,"1,371.00",0.30%,
Rhythm of War,97.3,Interlude I-12: Vulnerable,Taravangian,"1,319.00",0.29%,
Rhythm of War,98,Chapter 98: An Unwholesome Shade,Dalinar Kholin,"1,854.00",0.41%,
Rhythm of War,99,Chapter 99: Not Bound,Jasnah Kholin,"2,374.00",0.52%,
Rhythm of War,100,Chapter 100: Watchers at the Rim,Kaladin,"1,054.00",0.23%,
Rhythm of War,101,Chapter 101: Undertext,Dalinar Kholin,"3,709.00",0.81%,
Rhythm of War,102,Chapter 102: Highstorm Coming,Venli,"1,151.00",0.25%,
Rhythm of War,102,Chapter 102: Highstorm Coming,Navani Kholin,"1,589.00",0.35%,
Rhythm of War,102,Chapter 102: Highstorm Coming,Kaladin,867.00,0.19%,
Rhythm of War,103,Chapter 103: The Legend You Live,Teft,"1,117.00",0.25%,
Rhythm of War,103,Chapter 103: The Legend You Live,Kaladin,510.00,0.11%,
Rhythm of War,103,Chapter 103: The Legend You Live,Teft,294.00,0.06%,
Rhythm of War,104,Chapter 104: Full of Hope,Rlain,459.00,0.10%,
Rhythm of War,104,Chapter 104: Full of Hope,Kaladin,563.00,0.12%,
Rhythm of War,104,Chapter 104: Full of Hope,Venli,467.00,0.10%,
Rhythm of War,104,Chapter 104: Full of Hope,Teft,979.00,0.21%,
Rhythm of War,105,Chapter 105: Children of Passions,Kaladin,598.00,0.13%,
Rhythm of War,105,Chapter 105: Children of Passions,Moash,639.00,0.14%,
Rhythm of War,105,Chapter 105: Children of Passions,Navani Kholin,700.00,0.15%,
Rhythm of War,106,Chapter 106: A Hundred Discordant Rhythms,Kaladin,258.00,0.06%,
Rhythm of War,106,Chapter 106: A Hundred Discordant Rhythms,Navani Kholin,649.00,0.14%,
Rhythm of War,106,Chapter 106: A Hundred Discordant Rhythms,Venli,972.00,0.21%,
Rhythm of War,106,Chapter 106: A Hundred Discordant Rhythms,Kaladin,371.00,0.08%,
Rhythm of War,107,Chapter 107: Uniting,Navani Kholin,386.00,0.08%,
Rhythm of War,107,Chapter 107: Uniting,Dalinar Kholin,126.00,0.03%,
Rhythm of War,107,Chapter 107: Uniting,Kaladin,110.00,0.02%,
Rhythm of War,107,Chapter 107: Uniting,Dalinar Kholin,169.00,0.04%,
Rhythm of War,107,Chapter 107: Uniting,Venli,378.00,0.08%,
Rhythm of War,107,Chapter 107: Uniting,Kaladin,274.00,0.06%,
Rhythm of War,107,Chapter 107: Uniting,Dalinar Kholin,214.00,0.05%,
Rhythm of War,108,Chapter 108: Moments,Kaladin,"1,387.00",0.30%,
Rhythm of War,109,Chapter 109: Emulsifier,Venli,351.00,0.08%,
Rhythm of War,109,Chapter 109: Emulsifier,Navani Kholin,293.00,0.06%,
Rhythm of War,109,Chapter 109: Emulsifier,Rlain,"1,438.00",0.32%,
Rhythm of War,110,Chapter 110: Reborn,Kaladin,237.00,0.05%,
Rhythm of War,110,Chapter 110: Reborn,Navani Kholin,674.00,0.15%,
Rhythm of War,110,Chapter 110: Reborn,Lirin,467.00,0.10%,
Rhythm of War,111,Chapter 111: Unchained,Dalinar Kholin,"1,359.00",0.30%,
Rhythm of War,111,Chapter 111: Unchained,Rlain,503.00,0.11%,
Rhythm of War,111,Chapter 111: Unchained,Dalinar Kholin,"2,051.00",0.45%,
Rhythm of War,111,Chapter 111: Unchained,Navani Kholin,523.00,0.11%,
Rhythm of War,111,Chapter 111: Unchained,Dalinar Kholin,820.00,0.18%,
Rhythm of War,111,Chapter 111: Unchained,Adin,899.00,0.20%,
Rhythm of War,111,Chapter 111: Unchained,Dalinar Kholin,800.00,0.18%,
Rhythm of War,111,Chapter 111: Unchained,Moash,490.00,0.11%,
Rhythm of War,112,Chapter 112: Terms,Dalinar Kholin,"3,536.00",0.78%,
Rhythm of War,113,Chapter 113: Emotion,Navani Kholin,879.00,0.19%,
Rhythm of War,113,Chapter 113: Emotion,Taravangian,"1,679.00",0.37%,
Rhythm of War,114,Chapter 114: Broken Gods,Rlain,650.00,0.14%,
Rhythm of War,114,Chapter 114: Broken Gods,Taravangian,403.00,0.09%,
Rhythm of War,114,Chapter 114: Broken Gods,Kaladin,567.00,0.12%,
Rhythm of War,114,Chapter 114: Broken Gods,Taravangian,573.00,0.13%,
Rhythm of War,115,Chapter 115: Testament,Shallan Davar,"1,442.00",0.32%,
Rhythm of War,115,Chapter 115: Testament,Venli,"1,089.00",0.24%,
Rhythm of War,116,Chapter 116: Mercy,Kaladin,969.00,0.21%,
Rhythm of War,116,Chapter 116: Mercy,Lezian,578.00,0.13%,
Rhythm of War,116,Chapter 116: Mercy,Kaladin,357.00,0.08%,
Rhythm of War,116,Chapter 116: Mercy,Dalinar Kholin,892.00,0.20%,
Rhythm of War,117,Chapter 117: One Final Gift,Eshonai (flashback),"1,732.00",0.38%,
Rhythm of War,118,Epilogue: Dirty Tricks,Wit,"1,972.00",0.43%,
Edgedancer,1,Chapter 1,Lift,"2,313.00",5.69%,
Edgedancer,2,Chapter 2,Lift,"2,200.00",5.41%,
Edgedancer,3,Chapter 3,Hauka,"2,087.00",5.13%,
Edgedancer,4,Chapter 4,Lift,"1,728.00",4.25%,
Edgedancer,5,Chapter 5,Lift,441.00,1.08%,
Edgedancer,6,Chapter 6,Lift,"2,460.00",6.05%,
Edgedancer,7,Chapter 7,Lift,"2,257.00",5.55%,
Edgedancer,8,Chapter 8,Lift,"3,973.00",9.77%,
Edgedancer,9,Chapter 9,Lift,"1,738.00",4.27%,
Edgedancer,10,Chapter 10,Lift,"2,134.00",5.25%,
Edgedancer,11,Chapter 11,Lift,936.00,2.30%,
Edgedancer,12,Chapter 12,Lift,"1,134.00",2.79%,
Edgedancer,13,Chapter 13,Lift,"1,736.00",4.27%,
Edgedancer,14,Chapter 14,Lift,"2,924.00",7.19%,
Edgedancer,15,Chapter 15,Lift,"2,006.00",4.93%,
Edgedancer,16,Chapter 16,Lift,892.00,2.19%,
Edgedancer,17,Chapter 17,Lift,"1,808.00",4.45%,
Edgedancer,18,Chapter 18,Lift,"2,858.00",7.03%,
Edgedancer,19,Chapter 19,Lift,"2,949.00",7.25%,
Edgedancer,20,Chapter 20,Lift,"2,086.00",5.13%,
Dawnshard,0,Prologue,Yalb,"1,361.00",2.47%,
Dawnshard,1,Chapter 1,Rysn Ftori,"2,659.00",4.83%,
Dawnshard,2,Chapter 2,Rysn Ftori,"3,365.00",6.11%,
Dawnshard,3,Chapter 3,Lopen,"2,660.00",4.83%,
Dawnshard,4,Chapter 4,Rysn Ftori,"2,848.00",5.17%,
Dawnshard,5,Chapter 5,Rysn Ftori,"2,768.00",5.02%,
Dawnshard,6,Chapter 6,Rysn Ftori,"2,635.00",4.78%,
